Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2020-05-01 00:00:00+00:00,LK,Sri Lanka,SEARO,16,665,0,7
2020-05-02 00:00:00+00:00,LK,Sri Lanka,SEARO,25,690,0,7
2020-05-03 00:00:00+00:00,LK,Sri Lanka,SEARO,15,705,0,7
2020-05-04 00:00:00+00:00,LK,Sri Lanka,SEARO,13,718,0,7
2020-05-05 00:00:00+00:00,LK,Sri Lanka,SEARO,37,755,1,8
2020-05-06 00:00:00+00:00,LK,Sri Lanka,SEARO,16,771,1,9
2020-05-07 00:00:00+00:00,LK,Sri Lanka,SEARO,26,797,0,9
2020-05-08 00:00:00+00:00,LK,Sri Lanka,SEARO,27,824,0,9
2020-05-09 00:00:00+00:00,LK,Sri Lanka,SEARO,11,835,0,9
2020-05-10 00:00:00+00:00,LK,Sri Lanka,SEARO,12,847,0,9
2020-05-11 00:00:00+00:00,LK,Sri Lanka,SEARO,16,863,0,9
2020-05-12 00:00:00+00:00,LK,Sri Lanka,SEARO,6,869,0,9
2020-05-13 00:00:00+00:00,LK,Sri Lanka,SEARO,24,893,0,9
2020-05-14 00:00:00+00:00,LK,Sri Lanka,SEARO,23,916,0,9
2020-05-15 00:00:00+00:00,LK,Sri Lanka,SEARO,9,925,0,9
2020-05-16 00:00:00+00:00,LK,Sri Lanka,SEARO,24,949,0,9
2020-05-17 00:00:00+00:00,LK,Sri Lanka,SEARO,21,970,0,9
2020-05-18 00:00:00+00:00,LK,Sri Lanka,SEARO,16,986,0,9
2020-05-19 00:00:00+00:00,LK,Sri Lanka,SEARO,34,1020,0,9
2020-05-20 00:00:00+00:00,LK,Sri Lanka,SEARO,7,1027,0,9
2020-05-21 00:00:00+00:00,LK,Sri Lanka,SEARO,18,1045,0,9
2020-05-22 00:00:00+00:00,LK,Sri Lanka,SEARO,15,1060,0,9
2020-05-23 00:00:00+00:00,LK,Sri Lanka,SEARO,25,1085,0,9
2020-05-24 00:00:00+00:00,LK,Sri Lanka,SEARO,33,1118,0,9
2020-05-25 00:00:00+00:00,LK,Sri Lanka,SEARO,64,1182,0,9
2020-05-26 00:00:00+00:00,LK,Sri Lanka,SEARO,96,1278,1,10
2020-05-27 00:00:00+00:00,LK,Sri Lanka,SEARO,147,1425,0,10
2020-05-28 00:00:00+00:00,LK,Sri Lanka,SEARO,78,1503,0,10
2020-05-29 00:00:00+00:00,LK,Sri Lanka,SEARO,37,1540,0,10
2020-05-30 00:00:00+00:00,LK,Sri Lanka,SEARO,26,1566,0,10
2020-05-31 00:00:00+00:00,LK,Sri Lanka,SEARO,64,1630,0,10
2020-06-01 00:00:00+00:00,LK,Sri Lanka,SEARO,3,1633,0,10
2020-06-02 00:00:00+00:00,LK,Sri Lanka,SEARO,10,1643,1,11
2020-06-03 00:00:00+00:00,LK,Sri Lanka,SEARO,40,1683,0,11
2020-06-04 00:00:00+00:00,LK,Sri Lanka,SEARO,66,1749,0,11
2020-06-05 00:00:00+00:00,LK,Sri Lanka,SEARO,48,1797,0,11
2020-06-06 00:00:00+00:00,LK,Sri Lanka,SEARO,4,1801,0,11
2020-06-07 00:00:00+00:00,LK,Sri Lanka,SEARO,13,1814,0,11
2020-06-08 00:00:00+00:00,LK,Sri Lanka,SEARO,21,1835,0,11
2020-06-09 00:00:00+00:00,LK,Sri Lanka,SEARO,22,1857,0,11
2020-06-10 00:00:00+00:00,LK,Sri Lanka,SEARO,2,1859,0,11
2020-06-11 00:00:00+00:00,LK,Sri Lanka,SEARO,10,1869,0,11
2020-06-12 00:00:00+00:00,LK,Sri Lanka,SEARO,8,1877,0,11
2020-01-13 00:00:00+00:00,TH,Thailand,SEARO,1,1,0,0
2020-01-14 00:00:00+00:00,TH,Thailand,SEARO,0,1,0,0
2020-01-15 00:00:00+00:00,TH,Thailand,SEARO,0,1,0,0
2020-01-16 00:00:00+00:00,TH,Thailand,SEARO,0,1,0,0
2020-01-17 00:00:00+00:00,TH,Thailand,SEARO,1,2,0,0
2020-01-18 00:00:00+00:00,TH,Thailand,SEARO,0,2,0,0
2020-01-19 00:00:00+00:00,TH,Thailand,SEARO,0,2,0,0
2020-01-20 00:00:00+00:00,TH,Thailand,SEARO,0,2,0,0
2020-01-21 00:00:00+00:00,TH,Thailand,SEARO,0,2,0,0
2020-01-22 00:00:00+00:00,TH,Thailand,SEARO,2,4,0,0
2020-01-23 00:00:00+00:00,TH,Thailand,SEARO,0,4,0,0
2020-01-24 00:00:00+00:00,TH,Thailand,SEARO,0,4,0,0
2020-01-25 00:00:00+00:00,TH,Thailand,SEARO,0,4,0,0
2020-01-26 00:00:00+00:00,TH,Thailand,SEARO,1,5,0,0
2020-01-27 00:00:00+00:00,TH,Thailand,SEARO,3,8,0,0
2020-01-28 00:00:00+00:00,TH,Thailand,SEARO,6,14,0,0
2020-01-29 00:00:00+00:00,TH,Thailand,SEARO,0,14,0,0
2020-01-30 00:00:00+00:00,TH,Thailand,SEARO,0,14,0,0
2020-01-31 00:00:00+00:00,TH,Thailand,SEARO,5,19,0,0
2020-02-01 00:00:00+00:00,TH,Thailand,SEARO,0,19,0,0
2020-02-02 00:00:00+00:00,TH,Thailand,SEARO,0,19,0,0
2020-02-03 00:00:00+00:00,TH,Thailand,SEARO,0,19,0,0
2020-02-04 00:00:00+00:00,TH,Thailand,SEARO,6,25,0,0
2020-02-05 00:00:00+00:00,TH,Thailand,SEARO,0,25,0,0
2020-02-06 00:00:00+00:00,TH,Thailand,SEARO,0,25,0,0
2020-02-07 00:00:00+00:00,TH,Thailand,SEARO,0,25,0,0
2020-02-08 00:00:00+00:00,TH,Thailand,SEARO,7,32,0,0
2020-02-09 00:00:00+00:00,TH,Thailand,SEARO,0,32,0,0
2020-02-10 00:00:00+00:00,TH,Thailand,SEARO,0,32,0,0
2020-02-11 00:00:00+00:00,TH,Thailand,SEARO,1,33,0,0
2020-02-12 00:00:00+00:00,TH,Thailand,SEARO,0,33,0,0
2020-02-13 00:00:00+00:00,TH,Thailand,SEARO,0,33,0,0
2020-02-14 00:00:00+00:00,TH,Thailand,SEARO,0,33,0,0
2020-02-15 00:00:00+00:00,TH,Thailand,SEARO,1,34,0,0
2020-02-16 00:00:00+00:00,TH,Thailand,SEARO,0,34,0,0
2020-02-17 00:00:00+00:00,TH,Thailand,SEARO,1,35,0,0
2020-02-18 00:00:00+00:00,TH,Thailand,SEARO,0,35,0,0
2020-02-19 00:00:00+00:00,TH,Thailand,SEARO,0,35,0,0
2020-02-20 00:00:00+00:00,TH,Thailand,SEARO,0,35,0,0
2020-02-21 00:00:00+00:00,TH,Thailand,SEARO,0,35,0,0
2020-02-22 00:00:00+00:00,TH,Thailand,SEARO,0,35,0,0
2020-02-23 00:00:00+00:00,TH,Thailand,SEARO,0,35,0,0
2020-02-24 00:00:00+00:00,TH,Thailand,SEARO,0,35,0,0
2020-02-25 00:00:00+00:00,TH,Thailand,SEARO,2,37,0,0
2020-02-26 00:00:00+00:00,TH,Thailand,SEARO,3,40,0,0
2020-02-27 00:00:00+00:00,TH,Thailand,SEARO,0,40,0,0
2020-02-28 00:00:00+00:00,TH,Thailand,SEARO,1,41,0,0
2020-02-29 00:00:00+00:00,TH,Thailand,SEARO,1,42,0,0
2020-03-01 00:00:00+00:00,TH,Thailand,SEARO,0,42,1,1
2020-03-02 00:00:00+00:00,TH,Thailand,SEARO,1,43,0,1
2020-03-03 00:00:00+00:00,TH,Thailand,SEARO,0,43,0,1
2020-03-04 00:00:00+00:00,TH,Thailand,SEARO,0,43,0,1
2020-03-05 00:00:00+00:00,TH,Thailand,SEARO,4,47,0,1
2020-03-06 00:00:00+00:00,TH,Thailand,SEARO,1,48,0,1
2020-03-07 00:00:00+00:00,TH,Thailand,SEARO,2,50,0,1
2020-03-08 00:00:00+00:00,TH,Thailand,SEARO,0,50,0,1
2020-03-09 00:00:00+00:00,TH,Thailand,SEARO,0,50,0,1
2020-03-10 00:00:00+00:00,TH,Thailand,SEARO,3,53,0,1
2020-03-11 00:00:00+00:00,TH,Thailand,SEARO,6,59,0,1
2020-03-12 00:00:00+00:00,TH,Thailand,SEARO,11,70,0,1
2020-03-13 00:00:00+00:00,TH,Thailand,SEARO,5,75,0,1
2020-03-14 00:00:00+00:00,TH,Thailand,SEARO,0,75,0,1
2020-03-15 00:00:00+00:00,TH,Thailand,SEARO,39,114,0,1
2020-03-16 00:00:00+00:00,TH,Thailand,SEARO,33,147,0,1
2020-03-17 00:00:00+00:00,TH,Thailand,SEARO,30,177,0,1
2020-03-18 00:00:00+00:00,TH,Thailand,SEARO,35,212,0,1
2020-03-19 00:00:00+00:00,TH,Thailand,SEARO,110,322,0,1
2020-03-20 00:00:00+00:00,TH,Thailand,SEARO,0,322,0,1
2020-03-21 00:00:00+00:00,TH,Thailand,SEARO,89,411,0,1
2020-03-22 00:00:00+00:00,TH,Thailand,SEARO,188,599,0,1
2020-03-23 00:00:00+00:00,TH,Thailand,SEARO,122,721,0,1
2020-03-24 00:00:00+00:00,TH,Thailand,SEARO,106,827,3,4
2020-03-25 00:00:00+00:00,TH,Thailand,SEARO,107,934,0,4
2020-03-26 00:00:00+00:00,TH,Thailand,SEARO,111,1045,0,4
2020-03-27 00:00:00+00:00,TH,Thailand,SEARO,91,1136,1,5
2020-03-28 00:00:00+00:00,TH,Thailand,SEARO,0,1136,0,5
2020-03-29 00:00:00+00:00,TH,Thailand,SEARO,252,1388,2,7
2020-03-30 00:00:00+00:00,TH,Thailand,SEARO,136,1524,2,9
2020-03-31 00:00:00+00:00,TH,Thailand,SEARO,127,1651,1,10
2020-04-01 00:00:00+00:00,TH,Thailand,SEARO,120,1771,2,12
2020-04-02 00:00:00+00:00,TH,Thailand,SEARO,104,1875,3,15
2020-04-03 00:00:00+00:00,TH,Thailand,SEARO,103,1978,4,19
2020-04-04 00:00:00+00:00,TH,Thailand,SEARO,89,2067,1,20
2020-04-05 00:00:00+00:00,TH,Thailand,SEARO,102,2169,3,23
2020-04-06 00:00:00+00:00,TH,Thailand,SEARO,51,2220,3,26
2020-04-07 00:00:00+00:00,TH,Thailand,SEARO,38,2258,1,27
2020-04-08 00:00:00+00:00,TH,Thailand,SEARO,111,2369,3,30
2020-04-09 00:00:00+00:00,TH,Thailand,SEARO,54,2423,2,32
2020-04-10 00:00:00+00:00,TH,Thailand,SEARO,50,2473,1,33
2020-04-11 00:00:00+00:00,TH,Thailand,SEARO,45,2518,2,35
2020-04-12 00:00:00+00:00,TH,Thailand,SEARO,33,2551,3,38
2020-04-13 00:00:00+00:00,TH,Thailand,SEARO,28,2579,2,40
2020-04-14 00:00:00+00:00,TH,Thailand,SEARO,34,2613,1,41
2020-04-15 00:00:00+00:00,TH,Thailand,SEARO,30,2643,2,43
2020-04-16 00:00:00+00:00,TH,Thailand,SEARO,29,2672,3,46
2020-04-17 00:00:00+00:00,TH,Thailand,SEARO,28,2700,1,47
2020-04-18 00:00:00+00:00,TH,Thailand,SEARO,33,2733,0,47
2020-04-19 00:00:00+00:00,TH,Thailand,SEARO,32,2765,0,47
2020-04-20 00:00:00+00:00,TH,Thailand,SEARO,27,2792,0,47
2020-04-21 00:00:00+00:00,TH,Thailand,SEARO,19,2811,1,48
2020-04-22 00:00:00+00:00,TH,Thailand,SEARO,15,2826,1,49
2020-04-23 00:00:00+00:00,TH,Thailand,SEARO,13,2839,1,50
2020-04-24 00:00:00+00:00,TH,Thailand,SEARO,15,2854,0,50
2020-04-25 00:00:00+00:00,TH,Thailand,SEARO,53,2907,1,51
2020-04-26 00:00:00+00:00,TH,Thailand,SEARO,15,2922,0,51
2020-04-27 00:00:00+00:00,TH,Thailand,SEARO,9,2931,1,52
2020-04-28 00:00:00+00:00,TH,Thailand,SEARO,7,2938,2,54
2020-04-29 00:00:00+00:00,TH,Thailand,SEARO,9,2947,0,54
2020-04-30 00:00:00+00:00,TH,Thailand,SEARO,7,2954,0,54
2020-05-01 00:00:00+00:00,TH,Thailand,SEARO,6,2960,0,54
2020-05-02 00:00:00+00:00,TH,Thailand,SEARO,6,2966,0,54
2020-05-03 00:00:00+00:00,TH,Thailand,SEARO,3,2969,0,54
2020-05-04 00:00:00+00:00,TH,Thailand,SEARO,18,2987,0,54
2020-05-05 00:00:00+00:00,TH,Thailand,SEARO,1,2988,0,54
2020-05-06 00:00:00+00:00,TH,Thailand,SEARO,1,2989,1,55
2020-05-07 00:00:00+00:00,TH,Thailand,SEARO,3,2992,0,55
2020-05-08 00:00:00+00:00,TH,Thailand,SEARO,8,3000,0,55
2020-05-09 00:00:00+00:00,TH,Thailand,SEARO,4,3004,1,56
2020-05-10 00:00:00+00:00,TH,Thailand,SEARO,5,3009,0,56
2020-05-11 00:00:00+00:00,TH,Thailand,SEARO,6,3015,0,56
2020-05-12 00:00:00+00:00,TH,Thailand,SEARO,2,3017,0,56
2020-05-13 00:00:00+00:00,TH,Thailand,SEARO,0,3017,0,56
2020-05-14 00:00:00+00:00,TH,Thailand,SEARO,1,3018,0,56
2020-05-15 00:00:00+00:00,TH,Thailand,SEARO,7,3025,0,56
2020-05-16 00:00:00+00:00,TH,Thailand,SEARO,0,3025,0,56
2020-05-17 00:00:00+00:00,TH,Thailand,SEARO,3,3028,0,56
2020-05-18 00:00:00+00:00,TH,Thailand,SEARO,3,3031,0,56
2020-05-19 00:00:00+00:00,TH,Thailand,SEARO,2,3033,0,56
2020-05-20 00:00:00+00:00,TH,Thailand,SEARO,1,3034,0,56
2020-05-21 00:00:00+00:00,TH,Thailand,SEARO,3,3037,0,56
2020-05-22 00:00:00+00:00,TH,Thailand,SEARO,0,3037,0,56
2020-05-23 00:00:00+00:00,TH,Thailand,SEARO,3,3040,0,56
2020-05-24 00:00:00+00:00,TH,Thailand,SEARO,0,3040,0,56
2020-05-25 00:00:00+00:00,TH,Thailand,SEARO,2,3042,1,57
2020-05-26 00:00:00+00:00,TH,Thailand,SEARO,3,3045,0,57
2020-05-27 00:00:00+00:00,TH,Thailand,SEARO,9,3054,0,57
2020-05-28 00:00:00+00:00,TH,Thailand,SEARO,11,3065,0,57
2020-05-29 00:00:00+00:00,TH,Thailand,SEARO,11,3076,0,57
2020-05-30 00:00:00+00:00,TH,Thailand,SEARO,1,3077,0,57
2020-05-31 00:00:00+00:00,TH,Thailand,SEARO,4,3081,0,57
2020-06-01 00:00:00+00:00,TH,Thailand,SEARO,1,3082,0,57
2020-06-02 00:00:00+00:00,TH,Thailand,SEARO,1,3083,1,58
2020-06-03 00:00:00+00:00,TH,Thailand,SEARO,1,3084,0,58
2020-06-04 00:00:00+00:00,TH,Thailand,SEARO,17,3101,0,58
2020-06-05 00:00:00+00:00,TH,Thailand,SEARO,1,3102,0,58
2020-06-06 00:00:00+00:00,TH,Thailand,SEARO,2,3104,0,58
2020-06-07 00:00:00+00:00,TH,Thailand,SEARO,8,3112,0,58
2020-06-08 00:00:00+00:00,TH,Thailand,SEARO,7,3119,0,58
2020-06-09 00:00:00+00:00,TH,Thailand,SEARO,2,3121,0,58
2020-06-10 00:00:00+00:00,TH,Thailand,SEARO,4,3125,0,58
2020-06-11 00:00:00+00:00,TH,Thailand,SEARO,0,3125,0,58
2020-06-12 00:00:00+00:00,TH,Thailand,SEARO,4,3129,0,58
2020-03-20 00:00:00+00:00,TL,Timor-Leste,SEARO,1,1,0,0
2020-03-21 00:00:00+00:00,TL,Timor-Leste,SEARO,0,1,0,0
2020-03-22 00:00:00+00:00,TL,Timor-Leste,SEARO,0,1,0,0
2020-03-23 00:00:00+00:00,TL,Timor-Leste,SEARO,0,1,0,0
2020-03-24 00:00:00+00:00,TL,Timor-Leste,SEARO,0,1,0,0
2020-03-25 00:00:00+00:00,TL,Timor-Leste,SEARO,0,1,0,0
2020-03-26 00:00:00+00:00,TL,Timor-Leste,SEARO,0,1,0,0
2020-03-27 00:00:00+00:00,TL,Timor-Leste,SEARO,0,1,0,0
2020-03-28 00:00:00+00:00,TL,Timor-Leste,SEARO,0,1,0,0
2020-03-29 00:00:00+00:00,TL,Timor-Leste,SEARO,0,1,0,0
2020-03-30 00:00:00+00:00,TL,Timor-Leste,SEARO,0,1,0,0
2020-03-31 00:00:00+00:00,TL,Timor-Leste,SEARO,0,1,0,0
2020-04-01 00:00:00+00:00,TL,Timor-Leste,SEARO,0,1,0,0
2020-04-02 00:00:00+00:00,TL,Timor-Leste,SEARO,0,1,0,0
2020-04-03 00:00:00+00:00,TL,Timor-Leste,SEARO,0,1,0,0
2020-04-04 00:00:00+00:00,TL,Timor-Leste,SEARO,0,1,0,0
2020-04-05 00:00:00+00:00,TL,Timor-Leste,SEARO,0,1,0,0
2020-04-06 00:00:00+00:00,TL,Timor-Leste,SEARO,0,1,0,0
2020-04-07 00:00:00+00:00,TL,Timor-Leste,SEARO,0,1,0,0
2020-04-08 00:00:00+00:00,TL,Timor-Leste,SEARO,0,1,0,0
2020-04-09 00:00:00+00:00,TL,Timor-Leste,SEARO,0,1,0,0
2020-04-10 00:00:00+00:00,TL,Timor-Leste,SEARO,0,1,0,0
2020-04-11 00:00:00+00:00,TL,Timor-Leste,SEARO,1,2,0,0
2020-04-12 00:00:00+00:00,TL,Timor-Leste,SEARO,0,2,0,0
2020-04-13 00:00:00+00:00,TL,Timor-Leste,SEARO,2,4,0,0
2020-04-14 00:00:00+00:00,TL,Timor-Leste,SEARO,2,6,0,0
2020-04-15 00:00:00+00:00,TL,Timor-Leste,SEARO,0,6,0,0
2020-04-16 00:00:00+00:00,TL,Timor-Leste,SEARO,12,18,0,0
2020-04-17 00:00:00+00:00,TL,Timor-Leste,SEARO,0,18,0,0
2020-04-18 00:00:00+00:00,TL,Timor-Leste,SEARO,0,18,0,0
2020-04-19 00:00:00+00:00,TL,Timor-Leste,SEARO,1,19,0,0
2020-04-20 00:00:00+00:00,TL,Timor-Leste,SEARO,3,22,0,0
2020-04-21 00:00:00+00:00,TL,Timor-Leste,SEARO,1,23,0,0
2020-04-22 00:00:00+00:00,TL,Timor-Leste,SEARO,0,23,0,0
2020-04-23 00:00:00+00:00,TL,Timor-Leste,SEARO,0,23,0,0
2020-04-24 00:00:00+00:00,TL,Timor-Leste,SEARO,1,24,0,0
2020-04-25 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-04-26 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-04-27 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-04-28 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-04-29 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-04-30 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-01 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-02 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-03 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-04 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-05 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-06 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-07 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-08 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-09 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-10 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-11 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-12 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-13 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-14 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-15 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-16 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-17 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-18 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-19 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-20 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-21 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-22 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-23 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-24 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-25 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-26 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-27 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-28 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-29 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-30 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-31 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-06-01 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-06-02 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-06-03 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-06-04 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-06-05 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-06-06 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-06-07 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-06-08 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-06-09 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-06-10 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-06-11 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-06-12 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
